item_id,task,a,b,g,tom_dimension,validated_age_band,age_mid,dim_rank
FP_08,tom_12dim_mcq,1,-0.4674963950322038,0,Faux Pas Detection,9-11 yrs,10,10
FP_09,tom_12dim_mcq,1,-0.8981684592997589,0,Faux Pas Detection,9-11 yrs,10,10
FP_10,tom_12dim_mcq,1,-2.491628271519469,0,Faux Pas Detection,10-12 yrs,11,10
HE_01,tom_12dim_mcq,1,-1.3639876729412486,0,Hidden Emotion (Appearance vs. Reality),4-6 yrs,5,6
HE_02,tom_12dim_mcq,1,-1.8856421441412587,0,Hidden Emotion (Appearance vs. Reality),6-8 yrs,7,6
HE_03,tom_12dim_mcq,1,-0.4674963950322041,0,Hidden Emotion (Appearance vs. Reality),4-6 yrs,5,6
HE_04,tom_12dim_mcq,1,-1.8856421441412583,0,Hidden Emotion (Appearance vs. Reality),6-8 yrs,7,6
HE_05,tom_12dim_mcq,1,-0.8981684592997589,0,Hidden Emotion (Appearance vs. Reality),6-8 yrs,7,6
HE_06,tom_12dim_mcq,1,-2.491628271519469,0,Hidden Emotion (Appearance vs. Reality),6-8 yrs,7,6
HE_07,tom_12dim_mcq,1,-3.217677217673637,0,Hidden Emotion (Appearance vs. Reality),6-8 yrs,7,6
HE_08,tom_12dim_mcq,1,-2.491628271519469,0,Hidden Emotion (Appearance vs. Reality),7-9 yrs,8,6
HE_09,tom_12dim_mcq,1,-2.491628271519469,0,Hidden Emotion (Appearance vs. Reality),8-10 yrs,9,6
HE_10,tom_12dim_mcq,1,-0.4674963950322041,0,Hidden Emotion (Appearance vs. Reality),6-8 yrs,7,6
IA_01,tom_12dim_mcq,1,-0.46749639503220397,0,Intention vs. Accident,4-5 yrs,4.5,5
IA_02,tom_12dim_mcq,1,-1.8856421441412587,0,Intention vs. Accident,4-5 yrs,4.5,5
IA_03,tom_12dim_mcq,1,-1.3639876729412481,0,Intention vs. Accident,4-5 yrs,4.5,5
IA_04,tom_12dim_mcq,1,-1.3639876729412488,0,Intention vs. Accident,4-5 yrs,4.5,5
IA_05,tom_12dim_mcq,1,-1.8856421441412583,0,Intention vs. Accident,5-6 yrs,5.5,5
IA_06,tom_12dim_mcq,1,-1.8856421441412583,0,Intention vs. Accident,7-8 yrs,7.5,5
IA_07,tom_12dim_mcq,1,-2.491628271519469,0,Intention vs. Accident,5-6 yrs,5.5,5
IA_08,tom_12dim_mcq,1,-2.4916282715194686,0,Intention vs. Accident,5-6 yrs,5.5,5
IA_09,tom_12dim_mcq,1,-2.491628271519469,0,Intention vs. Accident,4-5 yrs,4.5,5
IA_10,tom_12dim_mcq,1,-1.8856421441412579,0,Intention vs. Accident,6-7 yrs,6.5,5
IRO_01,tom_12dim_mcq,1,-2.4916282715194695,0,Irony,6-8 yrs,7,11
IRO_02,tom_12dim_mcq,1,-4.097267236233445,0,Irony,7-9 yrs,8,11
IRO_03,tom_12dim_mcq,1,-2.491628271519469,0,Irony,7-9 yrs,8,11
IRO_04,tom_12dim_mcq,1,-2.491628271519469,0,Irony,6-8 yrs,7,11
IRO_05,tom_12dim_mcq,1,-0.4674963950322042,0,Irony,7-9 yrs,8,11
IRO_06,tom_12dim_mcq,1,-3.217677217673637,0,Irony,8-10 yrs,9,11
IRO_07,tom_12dim_mcq,1,-1.8856421441412585,0,Irony,7-9 yrs,8,11
IRO_08,tom_12dim_mcq,1,-4.097267236233445,0,Irony,8-10 yrs,9,11
IRO_09,tom_12dim_mcq,1,-1.885642144141258,0,Irony,8-10 yrs,9,11
IRO_10,tom_12dim_mcq,1,-0.8981684592997585,0,Irony,7-9 yrs,8,11
KA_01,tom_12dim_mcq,1,-1.3639876729412486,0,Knowledge Access / Ignorance,3-4 yrs,3.5,2
KA_02,tom_12dim_mcq,1,-1.3639876729412488,0,Knowledge Access / Ignorance,3-4 yrs,3.5,2
KA_03,tom_12dim_mcq,1,-1.8856421441412579,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
KA_04,tom_12dim_mcq,1,-0.467496395032204,0,Knowledge Access / Ignorance,3-4 yrs,3.5,2
KA_05,tom_12dim_mcq,1,-1.8856421441412587,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
KA_06,tom_12dim_mcq,1,-1.3639876729412488,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
KA_07,tom_12dim_mcq,1,-1.8856421441412587,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
KA_08,tom_12dim_mcq,1,-3.217677217673637,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
KA_09,tom_12dim_mcq,1,-0.05851651393672042,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
KA_10,tom_12dim_mcq,1,-0.05851651393672029,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
SAR_01,tom_12dim_mcq,1,-0.898168459299759,0,Sarcasm,6-8 yrs,7,9
SAR_02,tom_12dim_mcq,1,-2.4916282715194695,0,Sarcasm,6-8 yrs,7,9
SAR_03,tom_12dim_mcq,1,-1.3639876729412488,0,Sarcasm,6-8 yrs,7,9
SAR_04,tom_12dim_mcq,1,-0.8981684592997587,0,Sarcasm,7-9 yrs,8,9
SAR_05,tom_12dim_mcq,1,-0.8981684592997586,0,Sarcasm,6-8 yrs,7,9
SAR_06,tom_12dim_mcq,1,-2.4916282715194686,0,Sarcasm,8-10 yrs,9,9
SAR_07,tom_12dim_mcq,1,-0.898168459299759,0,Sarcasm,7-9 yrs,8,9
SAR_08,tom_12dim_mcq,1,-1.8856421441412585,0,Sarcasm,8-10 yrs,9,9
SAR_09,tom_12dim_mcq,1,-0.05851651393672055,0,Sarcasm,8-10 yrs,9,9
SAR_10,tom_12dim_mcq,1,-0.8981684592997592,0,Sarcasm,9-11 yrs,10,9
SOFB_01,tom_12dim_mcq,1,-0.8981684592997586,0,Second-Order False Belief,6-7 yrs,6.5,7
SOFB_02,tom_12dim_mcq,1,-1.3639876729412486,0,Second-Order False Belief,6-7 yrs,6.5,7
SOFB_03,tom_12dim_mcq,1,-3.217677217673637,0,Second-Order False Belief,6-8 yrs,7,7
SOFB_04,tom_12dim_mcq,1,-1.885642144141258,0,Second-Order False Belief,6-7 yrs,6.5,7
SOFB_05,tom_12dim_mcq,1,-0.8981684592997587,0,Second-Order False Belief,6-8 yrs,7,7
SOFB_06,tom_12dim_mcq,1,-1.3639876729412483,0,Second-Order False Belief,6-8 yrs,7,7
SOFB_07,tom_12dim_mcq,1,-2.491628271519469,0,Second-Order False Belief,6-8 yrs,7,7
SOFB_08,tom_12dim_mcq,1,-1.885642144141258,0,Second-Order False Belief,7-8 yrs,7.5,7
SOFB_09,tom_12dim_mcq,1,-0.8981684592997586,0,Second-Order False Belief,6-7 yrs,6.5,7
SOFB_10,tom_12dim_mcq,1,-1.8856421441412583,0,Second-Order False Belief,7-9 yrs,8,7
WL_01,tom_12dim_mcq,1,-2.491628271519469,0,White Lies / Prosocial Deception,5-7 yrs,6,8
WL_02,tom_12dim_mcq,1,-1.3639876729412488,0,White Lies / Prosocial Deception,5-7 yrs,6,8
WL_03,tom_12dim_mcq,1,-2.491628271519469,0,White Lies / Prosocial Deception,6-8 yrs,7,8
WL_04,tom_12dim_mcq,1,-1.3639876729412483,0,White Lies / Prosocial Deception,7-9 yrs,8,8
WL_05,tom_12dim_mcq,1,-2.491628271519469,0,White Lies / Prosocial Deception,5-7 yrs,6,8
WL_06,tom_12dim_mcq,1,-3.2176772176736375,0,White Lies / Prosocial Deception,8-10 yrs,9,8
WL_07,tom_12dim_mcq,1,-0.8981684592997587,0,White Lies / Prosocial Deception,6-8 yrs,7,8
WL_08,tom_12dim_mcq,1,-2.491628271519469,0,White Lies / Prosocial Deception,7-9 yrs,8,8
WL_09,tom_12dim_mcq,1,-0.8981684592997591,0,White Lies / Prosocial Deception,7-9 yrs,8,8
WL_10,tom_12dim_mcq,1,-2.491628271519469,0,White Lies / Prosocial Deception,7-9 yrs,8,8
DBEL_FR_01,tom_12dim_freeresponse,1,-1.0832742613560937,0,Diverse Beliefs,3-4 yrs,3.5,1
DBEL_FR_02,tom_12dim_freeresponse,1,-5.060233055704402,0,Diverse Beliefs,4-5 yrs,4.5,1
DBEL_FR_03,tom_12dim_freeresponse,1,-3.0149140976005686,0,Diverse Beliefs,3-4 yrs,3.5,1
DBEL_FR_04,tom_12dim_freeresponse,1,-3.7274879565893286,0,Diverse Beliefs,4-5 yrs,4.5,1
DBEL_FR_05,tom_12dim_freeresponse,1,-0.47077504559849265,0,Diverse Beliefs,4-5 yrs,4.5,1
DD_FR_01,tom_12dim_freeresponse,1,-5.060233055704402,0,Diverse Desires,2-3 yrs,2.5,0
DD_FR_02,tom_12dim_freeresponse,1,-0.09442451210790234,0,Diverse Desires,2-3 yrs,2.5,0
DD_FR_03,tom_12dim_freeresponse,1,-3.014914097600568,0,Diverse Desires,3-4 yrs,3.5,0
DD_FR_04,tom_12dim_freeresponse,1,-3.727487956589329,0,Diverse Desires,3-4 yrs,3.5,0
DD_FR_05,tom_12dim_freeresponse,1,-3.7274879565893286,0,Diverse Desires,3-4 yrs,3.5,0
ER_FR_01,tom_12dim_freeresponse,1,-5.060233055704402,0,Emotion Recognition,6-8 yrs,7,3
ER_FR_02,tom_12dim_freeresponse,1,-5.060233055704402,0,Emotion Recognition,6-8 yrs,7,3
ER_FR_03,tom_12dim_freeresponse,1,-3.7274879565893286,0,Emotion Recognition,6-9 yrs,7.5,3
ER_FR_04,tom_12dim_freeresponse,1,-0.2808214233088649,0,Emotion Recognition,4-6 yrs,5,3
ER_FR_05,tom_12dim_freeresponse,1,-5.060233055704402,0,Emotion Recognition,6-8 yrs,7,3
FOFB_FR_01,tom_12dim_freeresponse,1,-1.0832742613560935,0,First-Order False Belief,4-5 yrs,4.5,4
FOFB_FR_02,tom_12dim_freeresponse,1,-3.014914097600568,0,First-Order False Belief,4-5 yrs,4.5,4
FOFB_FR_03,tom_12dim_freeresponse,1,-1.5597292855418594,0,First-Order False Belief,4-5 yrs,4.5,4
FOFB_FR_04,tom_12dim_freeresponse,1,-1.8354027892098326,0,First-Order False Belief,5-6 yrs,5.5,4
FOFB_FR_05,tom_12dim_freeresponse,1,-0.47077504559849265,0,First-Order False Belief,4-5 yrs,4.5,4
FP_FR_01,tom_12dim_freeresponse,1,2.431283672353834,0,Faux Pas Detection,9-11 yrs,10,10
FP_FR_02,tom_12dim_freeresponse,1,1.4501473850574411,0,Faux Pas Detection,9-11 yrs,10,10
FP_FR_03,tom_12dim_freeresponse,1,0.27418816215760566,0,Faux Pas Detection,9-11 yrs,10,10
FP_FR_04,tom_12dim_freeresponse,1,-1.5597292855418599,0,Faux Pas Detection,9-11 yrs,10,10
FP_FR_05,tom_12dim_freeresponse,1,-0.28082142330886484,0,Faux Pas Detection,10-12 yrs,11,10
HE_FR_01,tom_12dim_freeresponse,1,-1.31162147230112,0,Hidden Emotion (Appearance vs. Reality),4-6 yrs,5,6
HE_FR_02,tom_12dim_freeresponse,1,-3.0149140976005686,0,Hidden Emotion (Appearance vs. Reality),6-8 yrs,7,6
HE_FR_03,tom_12dim_freeresponse,1,-2.5290301458339974,0,Hidden Emotion (Appearance vs. Reality),6-8 yrs,7,6
HE_FR_04,tom_12dim_freeresponse,1,-3.0149140976005686,0,Hidden Emotion (Appearance vs. Reality),8-10 yrs,9,6
HE_FR_05,tom_12dim_freeresponse,1,-0.47077504559849254,0,Hidden Emotion (Appearance vs. Reality),6-8 yrs,7,6
IA_FR_01,tom_12dim_freeresponse,1,-5.060233055704402,0,Intention vs. Accident,7-8 yrs,7.5,5
IA_FR_02,tom_12dim_freeresponse,1,-1.5597292855418596,0,Intention vs. Accident,5-6 yrs,5.5,5
IA_FR_03,tom_12dim_freeresponse,1,-1.31162147230112,0,Intention vs. Accident,6-7 yrs,6.5,5
IA_FR_04,tom_12dim_freeresponse,1,-2.1511168082232324,0,Intention vs. Accident,5-6 yrs,5.5,5
IA_FR_05,tom_12dim_freeresponse,1,-2.1511168082232324,0,Intention vs. Accident,5-6 yrs,5.5,5
IRO_FR_01,tom_12dim_freeresponse,1,-3.7274879565893286,0,Irony,7-9 yrs,8,11
IRO_FR_02,tom_12dim_freeresponse,1,-5.060233055704402,0,Irony,7-9 yrs,8,11
IRO_FR_03,tom_12dim_freeresponse,1,-2.151116808223232,0,Irony,6-8 yrs,7,11
IRO_FR_04,tom_12dim_freeresponse,1,-1.5597292855418594,0,Irony,8-10 yrs,9,11
IRO_FR_05,tom_12dim_freeresponse,1,-5.060233055704402,0,Irony,7-9 yrs,8,11
KA_FR_01,tom_12dim_freeresponse,1,-3.7274879565893286,0,Knowledge Access / Ignorance,3-4 yrs,3.5,2
KA_FR_02,tom_12dim_freeresponse,1,-5.060233055704402,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
KA_FR_03,tom_12dim_freeresponse,1,1.4501473850574411,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
KA_FR_04,tom_12dim_freeresponse,1,-3.0149140976005686,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
KA_FR_05,tom_12dim_freeresponse,1,-2.1511168082232324,0,Knowledge Access / Ignorance,4-5 yrs,4.5,2
SAR_FR_01,tom_12dim_freeresponse,1,-2.1511168082232324,0,Sarcasm,6-8 yrs,7,9
SAR_FR_02,tom_12dim_freeresponse,1,-3.0149140976005686,0,Sarcasm,6-8 yrs,7,9
SAR_FR_03,tom_12dim_freeresponse,1,-3.014914097600569,0,Sarcasm,8-10 yrs,9,9
SAR_FR_04,tom_12dim_freeresponse,1,-1.0832742613560935,0,Sarcasm,8-10 yrs,9,9
SAR_FR_05,tom_12dim_freeresponse,1,-1.5597292855418594,0,Sarcasm,9-11 yrs,10,9
SOFB_FR_01,tom_12dim_freeresponse,1,-1.5597292855418594,0,Second-Order False Belief,6-7 yrs,6.5,7
SOFB_FR_02,tom_12dim_freeresponse,1,-1.0832742613560935,0,Second-Order False Belief,6-7 yrs,6.5,7
SOFB_FR_03,tom_12dim_freeresponse,1,-1.8354027892098328,0,Second-Order False Belief,6-8 yrs,7,7
SOFB_FR_04,tom_12dim_freeresponse,1,-1.0832742613560937,0,Second-Order False Belief,6-8 yrs,7,7
SOFB_FR_05,tom_12dim_freeresponse,1,-0.6662013770478649,0,Second-Order False Belief,7-9 yrs,8,7
WL_FR_01,tom_12dim_freeresponse,1,-0.09442451210790165,0,White Lies / Prosocial Deception,5-7 yrs,6,8
WL_FR_02,tom_12dim_freeresponse,1,-0.47077504559849287,0,White Lies / Prosocial Deception,8-10 yrs,9,8
WL_FR_03,tom_12dim_freeresponse,1,-2.5290301458339974,0,White Lies / Prosocial Deception,7-9 yrs,8,8
WL_FR_04,tom_12dim_freeresponse,1,-3.0149140976005686,0,White Lies / Prosocial Deception,7-9 yrs,8,8
WL_FR_05,tom_12dim_freeresponse,1,-3.0149140976005686,0,White Lies / Prosocial Deception,5-7 yrs,6,8
