model,tom_dimension,n,n_correct,accuracy
openai-api/local/meta-llama/llama-3.1-8b-instruct,Diverse Beliefs,18,16,0.8888888888888888
openai-api/local/meta-llama/llama-3.1-8b-instruct,Diverse Desires,15,14,0.9333333333333333
openai-api/local/meta-llama/llama-3.1-8b-instruct,Emotion Recognition,17,17,1.0
openai-api/local/meta-llama/llama-3.1-8b-instruct,Faux Pas Detection,18,13,0.7222222222222222
openai-api/local/meta-llama/llama-3.1-8b-instruct,First-Order False Belief,21,15,0.7142857142857143
openai-api/local/meta-llama/llama-3.1-8b-instruct,Hidden Emotion (Appearance vs. Reality),18,16,0.8888888888888888
openai-api/local/meta-llama/llama-3.1-8b-instruct,Intention vs. Accident,15,14,0.9333333333333333
openai-api/local/meta-llama/llama-3.1-8b-instruct,Irony,15,15,1.0
openai-api/local/meta-llama/llama-3.1-8b-instruct,Knowledge Access / Ignorance,15,12,0.8
openai-api/local/meta-llama/llama-3.1-8b-instruct,Sarcasm,15,12,0.8
openai-api/local/meta-llama/llama-3.1-8b-instruct,Second-Order False Belief,19,13,0.6842105263157895
openai-api/local/meta-llama/llama-3.1-8b-instruct,White Lies / Prosocial Deception,15,14,0.9333333333333333
openai-api/local/mistralai/mistral-7b-instruct,Diverse Beliefs,18,14,0.7777777777777778
openai-api/local/mistralai/mistral-7b-instruct,Diverse Desires,15,11,0.7333333333333333
openai-api/local/mistralai/mistral-7b-instruct,Emotion Recognition,17,15,0.8823529411764706
openai-api/local/mistralai/mistral-7b-instruct,Faux Pas Detection,18,11,0.6111111111111112
openai-api/local/mistralai/mistral-7b-instruct,First-Order False Belief,21,5,0.23809523809523808
openai-api/local/mistralai/mistral-7b-instruct,Hidden Emotion (Appearance vs. Reality),18,10,0.5555555555555556
openai-api/local/mistralai/mistral-7b-instruct,Intention vs. Accident,15,12,0.8
openai-api/local/mistralai/mistral-7b-instruct,Irony,15,13,0.8666666666666667
openai-api/local/mistralai/mistral-7b-instruct,Knowledge Access / Ignorance,15,8,0.5333333333333333
openai-api/local/mistralai/mistral-7b-instruct,Sarcasm,15,7,0.4666666666666667
openai-api/local/mistralai/mistral-7b-instruct,Second-Order False Belief,19,4,0.21052631578947367
openai-api/local/mistralai/mistral-7b-instruct,White Lies / Prosocial Deception,15,7,0.4666666666666667
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Diverse Beliefs,18,10,0.5555555555555556
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Diverse Desires,15,13,0.8666666666666667
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Emotion Recognition,17,17,1.0
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Faux Pas Detection,18,6,0.3333333333333333
openai-api/local/mistralai/mistral-7b-instruct-v0.2,First-Order False Belief,21,11,0.5238095238095238
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Hidden Emotion (Appearance vs. Reality),18,9,0.5
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Intention vs. Accident,15,6,0.4
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Irony,15,12,0.8
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Knowledge Access / Ignorance,15,9,0.6
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Sarcasm,15,6,0.4
openai-api/local/mistralai/mistral-7b-instruct-v0.2,Second-Order False Belief,19,9,0.47368421052631576
openai-api/local/mistralai/mistral-7b-instruct-v0.2,White Lies / Prosocial Deception,15,8,0.5333333333333333
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Diverse Beliefs,18,5,0.2777777777777778
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Diverse Desires,15,6,0.4
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Emotion Recognition,17,13,0.7647058823529411
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Faux Pas Detection,18,1,0.05555555555555555
openai-api/local/mistralai/mistral-7b-instruct-v0.3,First-Order False Belief,21,1,0.047619047619047616
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Hidden Emotion (Appearance vs. Reality),18,5,0.2777777777777778
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Intention vs. Accident,15,4,0.26666666666666666
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Irony,15,7,0.4666666666666667
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Knowledge Access / Ignorance,15,6,0.4
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Sarcasm,15,3,0.2
openai-api/local/mistralai/mistral-7b-instruct-v0.3,Second-Order False Belief,19,2,0.10526315789473684
openai-api/local/mistralai/mistral-7b-instruct-v0.3,White Lies / Prosocial Deception,15,5,0.3333333333333333
openai-api/local/mistralai/mixtral-8x7b-instruct,Diverse Beliefs,18,0,0.0
openai-api/local/mistralai/mixtral-8x7b-instruct,Diverse Desires,15,0,0.0
openai-api/local/mistralai/mixtral-8x7b-instruct,Emotion Recognition,17,0,0.0
openai-api/local/mistralai/mixtral-8x7b-instruct,Faux Pas Detection,18,0,0.0
openai-api/local/mistralai/mixtral-8x7b-instruct,First-Order False Belief,21,0,0.0
openai-api/local/mistralai/mixtral-8x7b-instruct,Hidden Emotion (Appearance vs. Reality),18,0,0.0
openai-api/local/mistralai/mixtral-8x7b-instruct,Intention vs. Accident,15,0,0.0
openai-api/local/mistralai/mixtral-8x7b-instruct,Irony,15,0,0.0
openai-api/local/mistralai/mixtral-8x7b-instruct,Knowledge Access / Ignorance,15,0,0.0
openai-api/local/mistralai/mixtral-8x7b-instruct,Sarcasm,15,0,0.0
openai-api/local/mistralai/mixtral-8x7b-instruct,Second-Order False Belief,19,0,0.0
openai-api/local/mistralai/mixtral-8x7b-instruct,White Lies / Prosocial Deception,15,0,0.0
openai-api/local/qwen/qwen-1.5-72b-chat,Diverse Beliefs,18,17,0.9444444444444444
openai-api/local/qwen/qwen-1.5-72b-chat,Diverse Desires,15,15,1.0
openai-api/local/qwen/qwen-1.5-72b-chat,Emotion Recognition,17,17,1.0
openai-api/local/qwen/qwen-1.5-72b-chat,Faux Pas Detection,18,9,0.5
openai-api/local/qwen/qwen-1.5-72b-chat,First-Order False Belief,21,21,1.0
openai-api/local/qwen/qwen-1.5-72b-chat,Hidden Emotion (Appearance vs. Reality),18,15,0.8333333333333334
openai-api/local/qwen/qwen-1.5-72b-chat,Intention vs. Accident,15,11,0.7333333333333333
openai-api/local/qwen/qwen-1.5-72b-chat,Irony,15,15,1.0
openai-api/local/qwen/qwen-1.5-72b-chat,Knowledge Access / Ignorance,15,10,0.6666666666666666
openai-api/local/qwen/qwen-1.5-72b-chat,Sarcasm,15,10,0.6666666666666666
openai-api/local/qwen/qwen-1.5-72b-chat,Second-Order False Belief,19,19,1.0
openai-api/local/qwen/qwen-1.5-72b-chat,White Lies / Prosocial Deception,15,14,0.9333333333333333
openai-api/local/qwen/qwen1.5-7b-chat,Diverse Beliefs,18,17,0.9444444444444444
openai-api/local/qwen/qwen1.5-7b-chat,Diverse Desires,15,13,0.8666666666666667
openai-api/local/qwen/qwen1.5-7b-chat,Emotion Recognition,17,17,1.0
openai-api/local/qwen/qwen1.5-7b-chat,Faux Pas Detection,18,10,0.5555555555555556
openai-api/local/qwen/qwen1.5-7b-chat,First-Order False Belief,21,10,0.47619047619047616
openai-api/local/qwen/qwen1.5-7b-chat,Hidden Emotion (Appearance vs. Reality),18,11,0.6111111111111112
openai-api/local/qwen/qwen1.5-7b-chat,Intention vs. Accident,15,8,0.5333333333333333
openai-api/local/qwen/qwen1.5-7b-chat,Irony,15,12,0.8
openai-api/local/qwen/qwen1.5-7b-chat,Knowledge Access / Ignorance,15,10,0.6666666666666666
openai-api/local/qwen/qwen1.5-7b-chat,Sarcasm,15,8,0.5333333333333333
openai-api/local/qwen/qwen1.5-7b-chat,Second-Order False Belief,19,7,0.3684210526315789
openai-api/local/qwen/qwen1.5-7b-chat,White Lies / Prosocial Deception,15,9,0.6
openai-api/local/qwen/qwen2-72b-instruct,Diverse Beliefs,18,17,0.9444444444444444
openai-api/local/qwen/qwen2-72b-instruct,Diverse Desires,15,15,1.0
openai-api/local/qwen/qwen2-72b-instruct,Emotion Recognition,17,17,1.0
openai-api/local/qwen/qwen2-72b-instruct,Faux Pas Detection,18,15,0.8333333333333334
openai-api/local/qwen/qwen2-72b-instruct,First-Order False Belief,21,21,1.0
openai-api/local/qwen/qwen2-72b-instruct,Hidden Emotion (Appearance vs. Reality),18,18,1.0
openai-api/local/qwen/qwen2-72b-instruct,Intention vs. Accident,15,15,1.0
openai-api/local/qwen/qwen2-72b-instruct,Irony,15,15,1.0
openai-api/local/qwen/qwen2-72b-instruct,Knowledge Access / Ignorance,15,14,0.9333333333333333
openai-api/local/qwen/qwen2-72b-instruct,Sarcasm,15,15,1.0
openai-api/local/qwen/qwen2-72b-instruct,Second-Order False Belief,19,18,0.9473684210526315
openai-api/local/qwen/qwen2-72b-instruct,White Lies / Prosocial Deception,15,15,1.0
openai-api/local/qwen/qwen2-7b-instruct,Diverse Beliefs,18,18,1.0
openai-api/local/qwen/qwen2-7b-instruct,Diverse Desires,15,15,1.0
openai-api/local/qwen/qwen2-7b-instruct,Emotion Recognition,17,17,1.0
openai-api/local/qwen/qwen2-7b-instruct,Faux Pas Detection,18,14,0.7777777777777778
openai-api/local/qwen/qwen2-7b-instruct,First-Order False Belief,21,14,0.6666666666666666
openai-api/local/qwen/qwen2-7b-instruct,Hidden Emotion (Appearance vs. Reality),18,16,0.8888888888888888
openai-api/local/qwen/qwen2-7b-instruct,Intention vs. Accident,15,14,0.9333333333333333
openai-api/local/qwen/qwen2-7b-instruct,Irony,15,13,0.8666666666666667
openai-api/local/qwen/qwen2-7b-instruct,Knowledge Access / Ignorance,15,13,0.8666666666666667
openai-api/local/qwen/qwen2-7b-instruct,Sarcasm,15,11,0.7333333333333333
openai-api/local/qwen/qwen2-7b-instruct,Second-Order False Belief,19,13,0.6842105263157895
openai-api/local/qwen/qwen2-7b-instruct,White Lies / Prosocial Deception,15,14,0.9333333333333333
openai-api/local/qwen/qwen2.5-32b-instruct,Diverse Beliefs,18,17,0.9444444444444444
openai-api/local/qwen/qwen2.5-32b-instruct,Diverse Desires,15,15,1.0
openai-api/local/qwen/qwen2.5-32b-instruct,Emotion Recognition,17,16,0.9411764705882353
openai-api/local/qwen/qwen2.5-32b-instruct,Faux Pas Detection,18,13,0.7222222222222222
openai-api/local/qwen/qwen2.5-32b-instruct,First-Order False Belief,21,20,0.9523809523809523
openai-api/local/qwen/qwen2.5-32b-instruct,Hidden Emotion (Appearance vs. Reality),18,18,1.0
openai-api/local/qwen/qwen2.5-32b-instruct,Intention vs. Accident,15,12,0.8
openai-api/local/qwen/qwen2.5-32b-instruct,Irony,15,15,1.0
openai-api/local/qwen/qwen2.5-32b-instruct,Knowledge Access / Ignorance,15,12,0.8
openai-api/local/qwen/qwen2.5-32b-instruct,Sarcasm,15,12,0.8
openai-api/local/qwen/qwen2.5-32b-instruct,Second-Order False Belief,19,18,0.9473684210526315
openai-api/local/qwen/qwen2.5-32b-instruct,White Lies / Prosocial Deception,15,13,0.8666666666666667
openai-api/local/qwen/qwen2.5-72b-instruct,Diverse Beliefs,18,0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,Diverse Desires,15,0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,Emotion Recognition,17,0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,Faux Pas Detection,18,0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,First-Order False Belief,21,0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,Hidden Emotion (Appearance vs. Reality),18,0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,Intention vs. Accident,15,0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,Irony,15,0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,Knowledge Access / Ignorance,15,0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,Sarcasm,15,0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,Second-Order False Belief,19,0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,White Lies / Prosocial Deception,15,0,0.0
openai-api/local/qwen/qwen2.5-7b-instruct,Diverse Beliefs,18,18,1.0
openai-api/local/qwen/qwen2.5-7b-instruct,Diverse Desires,15,15,1.0
openai-api/local/qwen/qwen2.5-7b-instruct,Emotion Recognition,17,16,0.9411764705882353
openai-api/local/qwen/qwen2.5-7b-instruct,Faux Pas Detection,18,17,0.9444444444444444
openai-api/local/qwen/qwen2.5-7b-instruct,First-Order False Belief,21,15,0.7142857142857143
openai-api/local/qwen/qwen2.5-7b-instruct,Hidden Emotion (Appearance vs. Reality),18,17,0.9444444444444444
openai-api/local/qwen/qwen2.5-7b-instruct,Intention vs. Accident,15,14,0.9333333333333333
openai-api/local/qwen/qwen2.5-7b-instruct,Irony,15,13,0.8666666666666667
openai-api/local/qwen/qwen2.5-7b-instruct,Knowledge Access / Ignorance,15,13,0.8666666666666667
openai-api/local/qwen/qwen2.5-7b-instruct,Sarcasm,15,12,0.8
openai-api/local/qwen/qwen2.5-7b-instruct,Second-Order False Belief,19,16,0.8421052631578947
openai-api/local/qwen/qwen2.5-7b-instruct,White Lies / Prosocial Deception,15,10,0.6666666666666666
