model,task,created,log_file,dimension,construct,accuracy,stderr
anthropic/claude-opus-4-7,tom_12dim_mcq,2026-07-16T15:23:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-23-47-00-00_tom-12dim-mcq_PNgovQ7baTiqZdCWcv9GCm.eval,First-Order False Belief,Belief reasoning,1.0,0.0
anthropic/claude-opus-4-7,tom_12dim_mcq,2026-07-16T15:23:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-23-47-00-00_tom-12dim-mcq_PNgovQ7baTiqZdCWcv9GCm.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
anthropic/claude-opus-4-7,tom_12dim_mcq,2026-07-16T15:23:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-23-47-00-00_tom-12dim-mcq_PNgovQ7baTiqZdCWcv9GCm.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
anthropic/claude-opus-4-7,tom_12dim_mcq,2026-07-16T15:23:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-23-47-00-00_tom-12dim-mcq_PNgovQ7baTiqZdCWcv9GCm.eval,Irony,Pragmatic understanding,1.0,0.0
anthropic/claude-opus-4-7,tom_12dim_mcq,2026-07-16T15:23:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-23-47-00-00_tom-12dim-mcq_PNgovQ7baTiqZdCWcv9GCm.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
anthropic/claude-opus-4-7,tom_12dim_mcq,2026-07-16T15:23:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-23-47-00-00_tom-12dim-mcq_PNgovQ7baTiqZdCWcv9GCm.eval,Sarcasm,Pragmatic understanding,1.0,0.0
anthropic/claude-opus-4-7,tom_12dim_mcq,2026-07-16T15:23:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-23-47-00-00_tom-12dim-mcq_PNgovQ7baTiqZdCWcv9GCm.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
anthropic/claude-opus-4-7,tom_12dim_mcq,2026-07-16T15:23:47+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-23-47-00-00_tom-12dim-mcq_PNgovQ7baTiqZdCWcv9GCm.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
anthropic/claude-opus-4-8,tom_12dim_mcq,2026-07-16T15:24:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-24-10-00-00_tom-12dim-mcq_4HRZVRBwAMP2yGHJwwXR4o.eval,ALL (overall),ALL (overall),1.0,0.0
anthropic/claude-opus-4-8,tom_12dim_mcq,2026-07-16T15:24:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-24-10-00-00_tom-12dim-mcq_4HRZVRBwAMP2yGHJwwXR4o.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
anthropic/claude-opus-4-8,tom_12dim_mcq,2026-07-16T15:24:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-24-10-00-00_tom-12dim-mcq_4HRZVRBwAMP2yGHJwwXR4o.eval,Diverse Desires,Desire / intention inference,1.0,0.0
anthropic/claude-opus-4-8,tom_12dim_mcq,2026-07-16T15:24:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-24-10-00-00_tom-12dim-mcq_4HRZVRBwAMP2yGHJwwXR4o.eval,Emotion Recognition,Emotion recognition,1.0,0.0
anthropic/claude-opus-4-8,tom_12dim_mcq,2026-07-16T15:24:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-24-10-00-00_tom-12dim-mcq_4HRZVRBwAMP2yGHJwwXR4o.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
anthropic/claude-opus-4-8,tom_12dim_mcq,2026-07-16T15:24:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-24-10-00-00_tom-12dim-mcq_4HRZVRBwAMP2yGHJwwXR4o.eval,First-Order False Belief,Belief reasoning,1.0,0.0
anthropic/claude-opus-4-8,tom_12dim_mcq,2026-07-16T15:24:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-24-10-00-00_tom-12dim-mcq_4HRZVRBwAMP2yGHJwwXR4o.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
anthropic/claude-opus-4-8,tom_12dim_mcq,2026-07-16T15:24:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-24-10-00-00_tom-12dim-mcq_4HRZVRBwAMP2yGHJwwXR4o.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
anthropic/claude-opus-4-8,tom_12dim_mcq,2026-07-16T15:24:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-24-10-00-00_tom-12dim-mcq_4HRZVRBwAMP2yGHJwwXR4o.eval,Irony,Pragmatic understanding,1.0,0.0
anthropic/claude-opus-4-8,tom_12dim_mcq,2026-07-16T15:24:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-24-10-00-00_tom-12dim-mcq_4HRZVRBwAMP2yGHJwwXR4o.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
anthropic/claude-opus-4-8,tom_12dim_mcq,2026-07-16T15:24:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-24-10-00-00_tom-12dim-mcq_4HRZVRBwAMP2yGHJwwXR4o.eval,Sarcasm,Pragmatic understanding,1.0,0.0
anthropic/claude-opus-4-8,tom_12dim_mcq,2026-07-16T15:24:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-24-10-00-00_tom-12dim-mcq_4HRZVRBwAMP2yGHJwwXR4o.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
anthropic/claude-opus-4-8,tom_12dim_mcq,2026-07-16T15:24:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-24-10-00-00_tom-12dim-mcq_4HRZVRBwAMP2yGHJwwXR4o.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
anthropic/claude-sonnet-4-5-20250929,tom_12dim_mcq,2026-07-16T15:21:28+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-21-28-00-00_tom-12dim-mcq_aSDABh28Pu3wkmTxbNkXoB.eval,ALL (overall),ALL (overall),1.0,0.0
anthropic/claude-sonnet-4-5-20250929,tom_12dim_mcq,2026-07-16T15:21:28+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-21-28-00-00_tom-12dim-mcq_aSDABh28Pu3wkmTxbNkXoB.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
anthropic/claude-sonnet-4-5-20250929,tom_12dim_mcq,2026-07-16T15:21:28+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-21-28-00-00_tom-12dim-mcq_aSDABh28Pu3wkmTxbNkXoB.eval,Diverse Desires,Desire / intention inference,1.0,0.0
anthropic/claude-sonnet-4-5-20250929,tom_12dim_mcq,2026-07-16T15:21:28+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-21-28-00-00_tom-12dim-mcq_aSDABh28Pu3wkmTxbNkXoB.eval,Emotion Recognition,Emotion recognition,1.0,0.0
anthropic/claude-sonnet-4-5-20250929,tom_12dim_mcq,2026-07-16T15:21:28+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-21-28-00-00_tom-12dim-mcq_aSDABh28Pu3wkmTxbNkXoB.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
anthropic/claude-sonnet-4-5-20250929,tom_12dim_mcq,2026-07-16T15:21:28+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-21-28-00-00_tom-12dim-mcq_aSDABh28Pu3wkmTxbNkXoB.eval,First-Order False Belief,Belief reasoning,1.0,0.0
anthropic/claude-sonnet-4-5-20250929,tom_12dim_mcq,2026-07-16T15:21:28+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-21-28-00-00_tom-12dim-mcq_aSDABh28Pu3wkmTxbNkXoB.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
anthropic/claude-sonnet-4-5-20250929,tom_12dim_mcq,2026-07-16T15:21:28+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-21-28-00-00_tom-12dim-mcq_aSDABh28Pu3wkmTxbNkXoB.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
anthropic/claude-sonnet-4-5-20250929,tom_12dim_mcq,2026-07-16T15:21:28+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-21-28-00-00_tom-12dim-mcq_aSDABh28Pu3wkmTxbNkXoB.eval,Irony,Pragmatic understanding,1.0,0.0
anthropic/claude-sonnet-4-5-20250929,tom_12dim_mcq,2026-07-16T15:21:28+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-21-28-00-00_tom-12dim-mcq_aSDABh28Pu3wkmTxbNkXoB.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
anthropic/claude-sonnet-4-5-20250929,tom_12dim_mcq,2026-07-16T15:21:28+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-21-28-00-00_tom-12dim-mcq_aSDABh28Pu3wkmTxbNkXoB.eval,Sarcasm,Pragmatic understanding,1.0,0.0
anthropic/claude-sonnet-4-5-20250929,tom_12dim_mcq,2026-07-16T15:21:28+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-21-28-00-00_tom-12dim-mcq_aSDABh28Pu3wkmTxbNkXoB.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
anthropic/claude-sonnet-4-5-20250929,tom_12dim_mcq,2026-07-16T15:21:28+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-21-28-00-00_tom-12dim-mcq_aSDABh28Pu3wkmTxbNkXoB.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
anthropic/claude-sonnet-4-6,tom_12dim_mcq,2026-07-16T15:23:15+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-23-15-00-00_tom-12dim-mcq_8zLhfajdPqHNyFtVkPCtCy.eval,ALL (overall),ALL (overall),0.29838709677419356,0.04125591726495557
anthropic/claude-sonnet-4-6,tom_12dim_mcq,2026-07-16T15:23:15+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T15-23-15-00-00_tom-12dim-mcq_8zLhfajdPqHNyFtVkPCtCy.eval,Diverse Beliefs,Belief reasoning,0.1,0.09999999999999999
